transaction_id,customer_id,tran_date,prod_sub_cat_code,prod_cat_code,Qty,Rate,Discount,total_amt,Store_type
26238400076,268627,2019.8.26,1,1,4,42100,,168400,DepartmentStore
26248796032,273787,2018.8.13,7,5,1,38150,,38150,DepartmentStore
26249648732,272772,2017.11.19,4,3,1,33150,,33150,Flagship store
26257443223,274656,2018.7.11,4,3,2,54150,,108300,DepartmentStore
26258138018,271224,2017.12.19,3,1,3,65250,,195750,Homeshopping
26259694158,269606,2019.5.13,1,1,1,37450,,37450,OnlineShop
26264839788,268624,2019.3.26,1,1,2,35500,,71000,OnlineShop
26267450821,269304,2017.7.10,8,3,4,57050,,228200,OnlineShop
26269109109,271306,2018.10.10,1,1,3,44550,,133650,DepartmentStore
26269632607,272627,2018.8.27,10,3,3,12400,,37200,OnlineShop
26276090001,272949,2017.7.16,10,5,2,45600,,91200,DepartmentStore
26284828686,267329,2019.7.2,3,2,4,28500,,114000,Homeshopping
26286121145,271510,2018.9.21,11,5,1,7850,,7850,Flagship store
26289567195,273417,2018.2.22,1,1,5,45750,,228750,OnlineShop
26313038708,268828,2018.9.2,1,4,3,23600,,70800,OnlineShop
26317249324,268243,2018.8.19,2,6,4,59000,,236000,OnlineShop
26320096965,269356,2019.1.3,4,1,4,28400,,113600,Homeshopping
26326010917,273599,2018.4.19,12,6,3,66900,,200700,OnlineShop
26326023111,273213,2018.11.7,10,3,5,49100,,245500,DepartmentStore
26326023111,273213,2018.11.14,10,3,-5,-49100,,-245500,DepartmentStore
26329452173,272671,2019.12.21,4,2,2,39650,,79300,OnlineShop
26337916385,270262,2019.6.7,10,3,2,43850,,87700,OnlineShop
26337916385,270262,2019.6.12,10,3,-2,-43850,,-87700,OnlineShop
26341288142,270788,2018.9.19,1,4,5,20100,,100500,OnlineShop
26342999369,274385,2019.7.20,12,6,4,45000,,180000,Homeshopping
26345592006,270657,2019.9.24,12,6,4,5650,,22600,OnlineShop
26351551531,273795,2017.7.16,4,4,1,59050,,59050,OnlineShop
26357119762,274718,2020.1.10,1,2,2,12400,,24800,OnlineShop
26364529024,268538,2017.7.14,10,3,5,66800,,334000,DepartmentStore
26366990344,271995,2019.11.8,4,3,3,16050,,48150,DepartmentStore
26373207253,268172,2019.1.10,3,1,2,64600,,129200,Flagship store
26381365710,272807,2019.2.3,11,5,5,28100,,140500,OnlineShop
26382478485,271461,2017.12.28,11,6,5,73450,,367250,Flagship store
26388141892,269307,2018.11.12,11,6,2,33150,,66300,OnlineShop
26394424694,270666,2019.12.21,3,1,3,28100,,84300,OnlineShop
26401472291,271461,2019.2.2,3,1,5,13650,,68250,Homeshopping
26405618396,266855,2017.5.28,5,3,1,34100,,34100,Homeshopping
26408242649,267840,2020.1.1,7,5,3,47850,,143550,Flagship store
26412890125,269365,2019.12.31,3,1,1,8350,,8350,Homeshopping
26414815399,273719,2017.4.8,7,5,2,60500,,121000,Flagship store
26416964069,270029,2019.2.11,5,3,2,17400,,34800,OnlineShop
26419259549,273968,2019.9.27,1,2,3,41250,,123750,DepartmentStore
26419259549,273968,2019.10.1,1,2,-3,-41250,,-123750,DepartmentStore
26420976239,272045,2018.11.17,6,5,1,6000,,6000,Flagship store
26428588031,274433,2019.3.9,12,5,1,62150,,62150,Homeshopping
26436737160,267483,2018.11.4,1,2,2,7200,,14400,OnlineShop
26440919687,272831,2018.3.27,4,1,5,72450,,362250,Flagship store
26443741490,271672,2019.7.1,4,4,5,55100,,275500,Homeshopping
26449927836,274854,2019.10.11,5,3,5,54450,,272250,OnlineShop
26462500658,271380,2020.1.11,1,4,5,61850,,309250,Homeshopping
26482719399,271936,2018.8.2,5,3,1,47400,,47400,Homeshopping
26485797329,269221,2017.5.26,2,6,5,50250,,251250,DepartmentStore
26485902398,270437,2017.9.16,11,5,5,13600,,68000,Homeshopping
26487990614,273799,2019.10.31,9,3,2,36500,,73000,Homeshopping
26488237169,270338,2019.5.8,10,6,3,29500,,88500,DepartmentStore
26489157248,267043,2017.6.22,5,3,3,48300,,144900,OnlineShop
26492507539,270353,2017.11.23,9,3,5,47050,,235250,Flagship store
26492507539,270353,2017.11.27,9,3,-5,-47050,,-235250,Flagship store
26493059817,273748,2017.2.10,3,2,1,9600,,9600,OnlineShop
26506446471,268722,2017.7.31,10,3,4,16250,,65000,Flagship store
26511480335,271543,2019.3.5,4,3,5,63400,,317000,Homeshopping
26513671911,274075,2018.7.24,10,5,5,5950,,29750,OnlineShop
26513784883,273359,2018.12.2,7,5,1,30700,,30700,Homeshopping
26517242693,273417,2018.3.14,11,6,1,55550,,55550,DepartmentStore
26523682313,266841,2020.1.17,3,5,3,39950,,119850,OnlineShop
26532708938,267621,2020.1.14,7,5,3,19400,,58200,OnlineShop
26537576782,270406,2017.11.7,10,3,4,21850,,87400,Flagship store
26540766822,273656,2019.5.13,1,1,2,31050,,62100,OnlineShop
26548191106,269968,2018.6.13,11,6,3,73050,,219150,OnlineShop
26548628203,268391,2018.7.30,11,5,2,74500,,149000,OnlineShop
26549119986,272441,2017.6.15,12,5,5,22100,,110500,OnlineShop
26554262342,272349,2018.2.24,12,6,4,28700,,114800,Homeshopping
26555874199,269750,2019.5.3,5,3,4,47650,,190600,DepartmentStore
26557946926,272163,2018.12.15,12,5,5,27550,,137750,DepartmentStore
26561809838,273868,2018.3.3,12,5,1,26800,,26800,Flagship store
26577992701,270008,2018.3.23,11,6,1,50150,,50150,OnlineShop
26577992701,270008,2018.4.2,11,6,-1,-50150,,-50150,OnlineShop
26578177442,267943,2018.5.17,9,3,4,50150,,200600,OnlineShop
26586803739,268497,2017.8.2,10,3,2,25100,,50200,Homeshopping
26588818026,271094,2019.1.4,6,5,3,68250,,204750,Homeshopping
26590265799,274661,2020.1.13,1,4,3,43050,,129150,Flagship store
26597021642,270203,2017.4.19,1,2,2,6050,,12100,OnlineShop
26602324849,274226,2018.8.10,10,3,2,12250,,24500,DepartmentStore
26602546988,271797,2017.11.9,10,6,4,34050,,136200,OnlineShop
26603195559,272435,2019.1.23,10,3,2,46750,,93500,Homeshopping
26604316304,267877,2019.2.23,11,5,1,38000,,38000,DepartmentStore
26625444063,272006,2019.10.17,4,1,4,38500,,154000,OnlineShop
26627542558,271266,2019.5.4,10,6,2,28150,,56300,DepartmentStore
26627819202,268145,2018.2.8,10,5,1,42950,,42950,OnlineShop
26628462874,273146,2019.5.15,4,1,4,42500,,170000,OnlineShop
26631721974,267173,2019.1.21,11,5,1,49200,,49200,DepartmentStore
26632524761,271092,2018.1.20,8,3,4,52600,,210400,OnlineShop
26632704304,269329,2019.12.2,11,5,5,46850,,234250,Flagship store
26636086831,270142,2019.6.6,10,3,4,69350,,277400,OnlineShop
26636808054,268307,2017.10.15,11,5,2,8100,,16200,Flagship store
26636808054,268307,2017.10.17,11,5,-2,-8100,,-16200,Flagship store
26642648908,267665,2017.2.28,12,5,2,22800,,45600,DepartmentStore
26645285618,271970,2017.3.31,12,5,3,56050,,168150,OnlineShop
26647407989,268241,2018.8.24,4,1,4,14100,,56400,OnlineShop
26651285731,273796,2018.9.24,8,3,4,54550,,218200,Flagship store
26651285731,273796,2018.9.28,8,3,-4,-54550,,-218200,Flagship store
26657504316,271288,2020.2.2,7,5,1,52550,,52550,Flagship store
26660808484,269183,2017.5.17,1,1,4,64250,,257000,Homeshopping
26662331164,274215,2017.12.18,1,1,5,34700,,173500,DepartmentStore
26662331164,274215,2017.12.23,1,1,-5,-34700,,-173500,DepartmentStore
26663016382,270126,2018.4.23,10,6,2,23800,,47600,Flagship store
26667123156,272723,2017.4.15,12,6,3,10950,,32850,OnlineShop
26668843236,268853,2018.3.1,1,2,1,17750,,17750,OnlineShop
26669511816,268430,2018.11.4,4,3,5,31750,,158750,Flagship store
26670411668,274541,2019.4.17,1,4,1,68600,,68600,OnlineShop
26670411668,274541,2019.4.23,1,4,-1,-68600,,-68600,OnlineShop
26674618000,270541,2017.5.6,4,2,3,3800,,11400,OnlineShop
26674618000,270541,2017.5.16,4,2,-3,-3800,,-11400,OnlineShop
26699567881,272473,2019.5.3,4,3,1,6900,,6900,DepartmentStore
26701622498,275236,2017.4.27,9,3,5,60600,,303000,OnlineShop
26703733651,273918,2019.12.11,10,5,3,41750,,125250,OnlineShop
26710550865,271106,2018.3.8,1,4,3,73250,,219750,DepartmentStore
26710550865,271106,2018.3.9,1,4,-3,-73250,,-219750,DepartmentStore
26715623460,271293,2018.1.14,10,5,4,31200,,124800,DepartmentStore
26722916517,273023,2017.3.3,3,2,1,67150,,67150,OnlineShop
26729095375,270693,2019.3.11,3,1,1,40600,,40600,DepartmentStore
26730094001,268057,2018.12.12,11,6,5,38900,,194500,DepartmentStore
26730633916,271367,2017.11.7,1,2,5,27250,,136250,DepartmentStore
26736322899,274593,2017.11.20,3,5,3,26000,,78000,Flagship store
26739409431,266799,2019.9.23,10,5,2,10150,,20300,OnlineShop
26741442016,272187,2018.7.23,9,3,2,56550,,113100,OnlineShop
26747114674,267813,2017.1.29,11,5,4,44400,,177600,DepartmentStore
26751966025,274427,2018.5.6,1,1,2,38050,,76100,Flagship store
26751966025,274427,2018.5.12,1,1,-2,-38050,,-76100,Flagship store
26753810966,267534,2019.6.27,3,1,4,46650,,186600,Flagship store
26758949279,269463,2019.10.26,6,5,3,36750,,110250,Homeshopping
26762616816,273058,2017.6.15,11,5,3,57700,,173100,Flagship store
26764826264,271928,2017.12.18,10,6,5,30450,,152250,DepartmentStore
26771859374,274601,2018.4.6,5,3,5,33650,,168250,DepartmentStore
26783246066,272144,2020.1.13,1,4,5,25650,,128250,OnlineShop
26783246066,272144,2020.1.22,1,4,-5,-25650,,-128250,OnlineShop
26784060358,274204,2017.8.18,9,3,1,61800,,61800,Flagship store
26789139197,272973,2019.6.4,1,1,2,30100,,60200,OnlineShop
26789139197,272973,2019.6.14,1,1,-2,-30100,,-60200,OnlineShop
26789424588,274914,2017.9.11,10,3,5,6900,,34500,DepartmentStore
26798020506,271425,2018.5.24,8,3,2,11600,,23200,Homeshopping
26799540846,269403,2017.12.4,4,2,4,53450,,213800,OnlineShop
26800842256,269500,2019.1.6,3,5,4,63350,,253400,Flagship store
26806696034,270225,2017.5.8,8,3,4,66200,,264800,Flagship store
26808721048,274093,2018.6.19,2,6,3,52750,,158250,OnlineShop
26809253226,271101,2020.1.16,10,6,4,10400,,41600,OnlineShop
26822716656,268504,2018.2.6,1,4,1,28800,,28800,Homeshopping
26822716656,268504,2018.2.16,1,4,-1,-28800,,-28800,Homeshopping
26839134481,273190,2019.5.30,4,2,2,42200,,84400,Homeshopping
26839685633,274525,2020.1.24,9,3,5,36950,,184750,OnlineShop
26848101770,269852,2018.8.6,11,5,1,5450,,5450,Flagship store
26857541612,267987,2018.5.18,4,4,4,31450,,125800,Flagship store
26865110418,272461,2018.5.1,9,3,5,24800,,124000,DepartmentStore
26883085338,269516,2018.7.17,4,1,5,53850,,269250,DepartmentStore
26888101459,274480,2018.12.6,10,5,4,12000,,48000,OnlineShop
26892400525,269788,2019.4.8,12,6,1,35500,,35500,Homeshopping
26892861932,272463,2018.4.27,9,3,1,44450,,44450,Homeshopping
26893572687,275017,2018.11.23,9,3,3,60950,,182850,Flagship store
26893731143,270428,2018.9.7,3,5,3,4800,,14400,Flagship store
26897900574,272911,2018.10.9,10,5,1,28450,,28450,OnlineShop
26898318738,274426,2017.5.17,1,2,2,66100,,132200,OnlineShop
26899304163,267715,2018.5.12,12,5,3,32300,,96900,Flagship store
26909699264,268968,2020.1.9,3,2,5,27600,,138000,OnlineShop
26916812986,268313,2017.6.4,10,6,5,72350,,361750,OnlineShop
26927873141,271348,2018.9.4,11,6,2,57100,,114200,Flagship store
26928161256,266784,2018.9.8,7,5,5,8800,,44000,OnlineShop
26936470608,271634,2018.10.30,8,3,1,32950,,32950,DepartmentStore
26940877678,274221,2017.4.18,3,2,3,14700,,44100,OnlineShop
26941789120,266843,2018.4.9,7,5,1,61900,,61900,OnlineShop
26946562074,271383,2018.2.22,4,4,4,14600,,58400,Flagship store
26952080764,272961,2017.3.23,6,5,2,9950,,19900,DepartmentStore
26954361724,271701,2018.11.15,12,5,4,20650,,82600,Homeshopping
26957463863,267598,2017.7.8,4,1,2,49850,,99700,Homeshopping
26962533948,267783,2018.6.14,6,5,2,63850,,127700,Flagship store
26964523841,271037,2018.8.11,10,5,5,9450,,47250,DepartmentStore
26974897506,267247,2017.6.11,10,3,3,74300,,222900,OnlineShop
26978244756,275052,2017.6.29,11,5,4,18900,,75600,Flagship store
26978920348,273038,2017.11.27,7,5,5,42200,,211000,Flagship store
26978920348,273038,2017.12.1,7,5,-5,-42200,,-211000,Flagship store
26982813520,274048,2020.2.10,12,5,2,70500,,141000,DepartmentStore
26986490168,268935,2018.4.6,4,1,5,47100,,235500,Flagship store
26988013774,268823,2018.5.3,3,2,3,41100,,123300,OnlineShop
26996781470,267918,2017.3.3,1,4,1,51900,,51900,OnlineShop
26996933294,273503,2019.9.24,4,1,1,25100,,25100,OnlineShop
27003037714,270249,2019.7.29,10,5,5,24850,,124250,OnlineShop
27003564783,270131,2019.10.26,4,1,4,57900,,231600,OnlineShop
27018739701,272412,2018.4.8,4,4,2,28650,,57300,Flagship store
27051779864,270071,2017.11.13,7,5,3,70950,,212850,OnlineShop
27051905326,273113,2018.9.8,4,1,5,36600,,183000,Homeshopping
27056762796,273717,2019.2.14,12,6,1,54550,,54550,Homeshopping
27062380763,272517,2018.1.20,4,1,4,49550,,198200,OnlineShop
27072325880,267610,2019.1.2,7,5,4,26550,,106200,Flagship store
27083514629,273105,2019.10.2,5,3,1,54400,,54400,OnlineShop
27083769027,273732,2019.9.18,3,1,2,61850,,123700,Flagship store
27090991304,271328,2018.6.9,12,5,3,22850,,68550,Homeshopping
27094818338,269241,2017.10.19,2,6,3,62850,,188550,OnlineShop
27094826310,273435,2018.2.13,5,3,4,6350,,25400,OnlineShop
27098255650,271911,2018.10.25,10,3,5,46000,,230000,Flagship store
27099760277,269723,2017.11.17,4,1,2,46150,,92300,OnlineShop
27100059052,266851,2017.12.3,11,5,5,48100,,240500,OnlineShop
27103293370,273960,2018.10.16,3,1,2,74100,,148200,Homeshopping
27124961050,273790,2019.8.23,4,1,3,44450,,133350,Homeshopping
27129555269,269621,2018.4.5,3,2,1,53100,,53100,OnlineShop
27129645275,271055,2018.4.10,8,3,2,58800,,117600,Homeshopping
27130094327,268918,2018.4.12,10,5,1,49800,,49800,Flagship store
27131654837,267894,2017.9.28,11,6,3,33850,,101550,OnlineShop
27139817149,273094,2018.1.21,1,4,3,7150,,21450,Homeshopping
27140992073,270563,2019.11.28,1,1,3,35800,,107400,Homeshopping
27140992073,270563,2019.12.6,1,1,-3,-35800,,-107400,Homeshopping
27152171621,272080,2018.9.23,12,5,5,62500,,312500,OnlineShop
27153496872,267510,2017.4.13,10,3,3,47800,,143400,Homeshopping
27155145302,268898,2018.11.15,3,1,5,64700,,323500,Flagship store
27162131360,274456,2019.10.27,10,6,2,64350,,128700,OnlineShop
27162993121,270462,2018.10.8,4,3,5,7750,,38750,OnlineShop
27168992105,270914,2017.7.21,10,6,3,23300,,69900,OnlineShop
27168992105,270914,2017.7.25,10,6,-3,-23300,,-69900,OnlineShop
27176112285,270551,2019.5.25,7,5,3,56200,,168600,Homeshopping
27176908916,271445,2018.7.12,1,4,1,21800,,21800,OnlineShop
27184453363,273234,2017.8.1,3,2,4,29300,,117200,Flagship store
27186008422,267467,2018.3.28,12,6,3,5550,,16650,DepartmentStore
27189675281,271897,2018.10.3,7,5,5,56450,,282250,OnlineShop
27189675281,271897,2018.10.12,7,5,-5,-56450,,-282250,OnlineShop
27193127328,271747,2017.4.21,4,1,2,72700,,145400,OnlineShop
27203149076,271092,2018.6.28,4,4,5,16550,,82750,DepartmentStore
27205845162,267858,2020.1.30,7,5,4,57250,,229000,OnlineShop
27207150046,270188,2018.5.23,1,1,2,46850,,93700,Flagship store
27212561824,272790,2019.3.19,12,6,4,16350,,65400,OnlineShop
27212561824,272790,2019.3.23,12,6,-4,-16350,,-65400,OnlineShop
27212859026,269283,2019.12.6,6,5,4,39300,,157200,Homeshopping
27228423713,274832,2017.12.4,5,3,1,5600,,5600,OnlineShop
27234517734,273238,2018.4.15,12,5,1,74700,,74700,Homeshopping
27250504113,269338,2017.10.16,10,3,3,44350,,133050,Flagship store
27250504113,269338,2017.10.25,10,3,-3,-44350,,-133050,Flagship store
27250938742,266950,2017.3.8,4,1,2,61450,,122900,Homeshopping
27251243380,271336,2018.12.22,4,1,5,41100,,205500,Flagship store
27254320090,270540,2019.5.16,4,1,3,35950,,107850,Flagship store
27260520312,268974,2018.3.27,4,4,1,18700,,18700,OnlineShop
27261176770,274268,2020.1.9,3,2,1,23850,,23850,Flagship store
27262775822,274621,2018.10.31,8,3,1,75000,,75000,Homeshopping
27263429278,267558,2019.9.13,9,3,1,24150,,24150,OnlineShop
27277900932,266809,2017.7.8,3,1,5,50650,,253250,Homeshopping
27284466617,274963,2018.9.3,1,1,1,68650,,68650,Homeshopping
27292924622,268516,2019.4.28,12,5,5,67750,,338750,Homeshopping
27307867365,274370,2018.5.6,9,3,4,69850,,279400,OnlineShop
27309075710,272916,2018.10.12,5,3,5,5400,,27000,DepartmentStore
27310709874,269637,2019.8.8,5,3,1,46450,,46450,Flagship store
27326126595,270899,2018.12.25,4,3,2,31750,,63500,Homeshopping
27327125306,274449,2017.5.14,6,5,5,33850,,169250,DepartmentStore
27333849867,267239,2018.7.8,4,3,2,54200,,108400,OnlineShop
27339886364,267002,2017.5.26,4,2,4,14350,,57400,Homeshopping
27342097894,269463,2017.6.17,8,3,4,16850,,67400,DepartmentStore
27357545025,273615,2019.10.26,9,3,3,16600,,49800,OnlineShop
27358187765,270831,2017.7.4,1,1,4,6500,,26000,Flagship store
27360705598,267891,2019.3.14,10,3,5,22850,,114250,OnlineShop
27361142027,271321,2019.5.6,1,4,5,68450,,342250,OnlineShop
27371188211,270206,2018.1.31,10,6,4,39050,,156200,Flagship store
27371188211,270206,2018.2.5,10,6,-4,-39050,,-156200,Flagship store
27371278818,270030,2019.7.28,3,2,3,31400,,94200,DepartmentStore
27372450091,270425,2017.10.10,10,3,2,73050,,146100,OnlineShop
27376421019,268615,2019.10.14,4,4,4,61700,,246800,OnlineShop
27376832893,274700,2017.2.19,11,5,5,47150,,235750,Homeshopping
27380803925,269867,2018.3.18,10,3,2,72400,,144800,OnlineShop
27381846325,268169,2019.4.6,4,4,2,29250,,58500,Flagship store
27383381008,274694,2017.9.17,4,1,4,6750,,27000,OnlineShop
27387831292,269331,2019.9.16,10,5,4,46300,,185200,OnlineShop
27387831292,269331,2019.9.21,10,5,-4,-46300,,-185200,OnlineShop
27393969401,273496,2018.10.18,8,3,1,12100,,12100,Homeshopping
27395442110,272803,2018.6.22,8,3,3,6550,,19650,Homeshopping
27399968143,274993,2017.7.26,7,5,2,55800,,111600,Homeshopping
27404376591,274900,2019.9.14,7,5,5,28450,,142250,DepartmentStore
27411734972,270378,2017.8.18,12,6,5,12300,,61500,OnlineShop
27415497208,275154,2017.10.7,11,6,2,38400,,76800,Flagship store
27415516116,269168,2018.7.18,11,5,5,33550,,167750,OnlineShop
27416133160,271770,2017.2.10,4,4,3,63700,,191100,Flagship store
27416133160,271770,2017.2.20,4,4,-3,-63700,,-191100,Flagship store
27422121469,269250,2017.9.7,12,6,2,29450,,58900,Flagship store
27428609544,273207,2017.4.13,12,5,5,7750,,38750,OnlineShop
27439532997,272526,2018.4.23,10,5,3,71050,,213150,Flagship store
27440436952,274978,2020.1.24,3,2,4,55000,,220000,Homeshopping
27442140415,268943,2019.7.3,1,1,5,60450,,302250,OnlineShop
27443136956,270858,2018.2.28,3,2,5,26350,,131750,OnlineShop
27447163219,272415,2019.8.17,2,6,5,46300,,231500,Flagship store
27462551329,270677,2019.7.21,4,4,4,4050,,16200,OnlineShop
27469711690,268080,2019.9.5,6,5,4,69750,,279000,Homeshopping
27469711690,268080,2019.9.15,6,5,-4,-69750,,-279000,Homeshopping
27470065698,274523,2017.6.26,11,6,4,72050,,288200,Flagship store
27476424922,268915,2018.6.7,11,5,5,57400,,287000,Homeshopping
27479792622,271749,2019.1.20,1,4,3,55450,,166350,Homeshopping
27482838740,268569,2020.2.2,4,3,4,42200,,168800,DepartmentStore
27485842974,269891,2018.4.23,12,5,3,43900,,131700,OnlineShop
27488059621,273546,2020.1.8,10,5,3,62650,,187950,OnlineShop
27492623191,271216,2019.9.5,2,6,1,66550,,66550,OnlineShop
27496562445,275243,2018.4.24,12,5,3,44400,,133200,Homeshopping
27498876594,270357,2018.4.3,3,2,5,22000,,110000,Flagship store
27498876594,270357,2018.4.4,3,2,-5,-22000,,-110000,Flagship store
27504751931,272500,2017.7.15,3,5,3,73300,,219900,OnlineShop
27510871366,268493,2019.1.17,11,6,2,8550,,17100,OnlineShop
27519215210,270929,2019.2.27,8,3,5,7950,,39750,OnlineShop
27521400354,272478,2019.6.4,12,5,3,15600,,46800,OnlineShop
27523976191,267681,2019.6.19,12,5,5,22150,,110750,DepartmentStore
27530780794,269449,2019.5.23,7,5,1,73000,,73000,OnlineShop
27531644889,270397,2019.12.8,11,5,3,16600,,49800,Homeshopping
27545402881,269142,2019.6.7,1,4,1,45250,,45250,OnlineShop
27552065888,269830,2019.10.26,9,3,3,19550,,58650,OnlineShop
27553538151,272526,2019.9.13,12,5,4,14400,,57600,DepartmentStore
27554857220,268635,2020.2.1,3,5,1,35250,,35250,DepartmentStore
27555741269,267048,2017.12.5,3,1,2,64050,,128100,OnlineShop
27558525331,273367,2018.11.19,4,4,4,37450,,149800,Flagship store
27560720842,272659,2018.7.20,7,5,3,47850,,143550,Homeshopping
27563760524,271455,2017.10.28,12,6,4,42650,,170600,Homeshopping
27576087298,270419,2020.2.4,11,6,2,42800,,85600,DepartmentStore
27576087298,270419,2020.2.8,11,6,-2,-42800,,-85600,DepartmentStore
27576150785,267224,2018.8.24,8,3,2,47850,,95700,Flagship store
27578198007,270165,2017.12.19,4,1,5,64250,,321250,OnlineShop
27578319125,270263,2019.10.29,4,3,5,52800,,264000,OnlineShop
27579598167,270971,2018.1.30,4,2,3,20900,,62700,OnlineShop
27587315808,270005,2019.1.27,12,5,5,61850,,309250,OnlineShop
27596018991,268145,2017.5.8,3,5,1,30650,,30650,OnlineShop
27603075027,271321,2017.8.13,4,3,3,7900,,23700,Flagship store
27605240173,275125,2017.11.11,8,3,3,54400,,163200,OnlineShop
27609634946,274917,2019.7.30,4,1,1,12600,,12600,OnlineShop
27610326534,273783,2019.6.13,3,1,2,63200,,126400,Flagship store
27610326534,273783,2019.6.18,3,1,-2,-63200,,-126400,Flagship store
27621120769,274248,2019.8.5,9,3,4,60550,,242200,OnlineShop
27638060997,267701,2018.5.20,4,4,1,26150,,26150,OnlineShop
27639252145,273197,2017.1.28,12,6,2,29700,,59400,Flagship store
27643398629,272545,2018.9.4,5,3,5,35400,,177000,OnlineShop
27657088159,272017,2018.5.3,3,2,4,49500,,198000,Flagship store
27662921572,272217,2017.9.17,1,1,4,37350,,149400,Homeshopping
27663093889,272275,2017.9.20,8,3,4,21750,,87000,OnlineShop
27664373786,271808,2018.9.20,9,3,4,50800,,203200,OnlineShop
27668127821,266887,2019.6.22,3,2,3,71700,,215100,Homeshopping
27676874506,268757,2018.12.22,11,6,1,15750,,15750,Flagship store
27692840053,270764,2017.2.21,1,1,4,28000,,112000,Homeshopping
27695383914,274970,2019.10.15,4,3,1,7450,,7450,Homeshopping
27695383914,274970,2019.10.21,4,3,-1,-7450,,-7450,Homeshopping
27696338927,269160,2019.8.3,6,5,1,62550,,62550,Flagship store
27696601838,271274,2018.1.18,2,6,4,12900,,51600,Flagship store
27708539581,273728,2017.4.18,12,6,2,43950,,87900,OnlineShop
27716988048,269593,2018.4.4,7,5,3,35800,,107400,Homeshopping
27716988048,269593,2018.4.12,7,5,-3,-35800,,-107400,Homeshopping
27717206594,268858,2018.3.17,10,6,5,8100,,40500,Homeshopping
27723475985,271945,2017.3.29,3,5,3,74500,,223500,Flagship store
27729054560,268752,2019.10.9,4,3,4,12850,,51400,OnlineShop
27730710803,272739,2018.1.20,10,5,3,62400,,187200,Homeshopping
27747801295,269733,2017.9.30,10,5,2,69250,,138500,DepartmentStore
27751136549,272686,2018.2.8,4,3,2,5800,,11600,OnlineShop
27764918371,269043,2019.3.22,3,5,2,8850,,17700,DepartmentStore
27766550080,269318,2019.12.14,7,5,2,32350,,64700,OnlineShop
27766550080,269318,2019.12.24,7,5,-2,-32350,,-64700,OnlineShop
27777110909,267748,2019.9.10,4,3,5,56300,,281500,Flagship store
27782798646,272153,2019.10.6,11,5,3,37850,,113550,OnlineShop
27783677516,267901,2018.6.6,10,3,1,45900,,45900,Homeshopping
27787509038,274121,2018.9.16,7,5,1,74600,,74600,OnlineShop
27800422972,269768,2017.7.21,6,5,2,24500,,49000,Homeshopping
27801283097,268664,2019.11.16,5,3,5,58950,,294750,Homeshopping
27801582663,271846,2018.7.8,11,6,5,24300,,121500,Flagship store
27801582663,271846,2018.7.11,11,6,-5,-24300,,-121500,Flagship store
27809363042,266902,2017.12.6,3,5,1,36300,,36300,Flagship store
27810158408,273929,2017.6.9,6,5,1,7450,,7450,DepartmentStore
27811780614,273936,2019.8.9,3,5,5,51100,,255500,OnlineShop
27818792907,271910,2019.2.20,1,2,4,32650,,130600,Flagship store
27821203902,274186,2019.6.27,4,4,2,18300,,36600,OnlineShop
27827371266,273545,2019.8.15,10,3,3,48150,,144450,Flagship store
27830691438,273739,2018.10.10,9,3,5,69600,,348000,DepartmentStore
27831598855,268055,2020.1.14,10,3,4,31650,,126600,Flagship store
27833907058,272726,2019.2.8,4,3,2,40050,,80100,OnlineShop
27835361772,273083,2020.2.6,3,1,4,57050,,228200,OnlineShop
27839712923,273221,2018.10.7,4,4,1,20750,,20750,OnlineShop
27846902114,269847,2018.9.14,12,6,4,55900,,223600,Homeshopping
27856842651,267889,2018.2.26,1,4,3,71000,,213000,OnlineShop
27863671298,274155,2019.7.18,6,5,3,61650,,184950,Flagship store
27874512178,268518,2018.5.13,5,3,5,57750,,288750,DepartmentStore
27884619689,268661,2018.1.29,10,6,5,30050,,150250,Homeshopping
27884619689,268661,2018.2.5,10,6,-5,-30050,,-150250,Homeshopping
27895715682,269877,2019.9.7,1,1,4,48150,,192600,OnlineShop
27897541714,274913,2017.11.1,10,3,4,7150,,28600,DepartmentStore
27911895037,267683,2017.9.16,6,5,2,14700,,29400,OnlineShop
27917897660,273708,2019.4.3,4,3,1,42150,,42150,Flagship store
27918790471,272915,2018.1.5,6,5,2,72450,,144900,OnlineShop
27918790471,272915,2018.1.12,6,5,-2,-72450,,-144900,OnlineShop
27921871916,269999,2018.1.14,4,2,3,59900,,179700,DepartmentStore
27923575737,272420,2017.11.13,6,5,5,37600,,188000,OnlineShop
27926544340,273095,2020.1.22,11,5,4,8500,,34000,DepartmentStore
27929671036,269491,2019.8.26,2,6,1,17100,,17100,OnlineShop
27930823669,268388,2017.5.2,9,3,1,51800,,51800,OnlineShop
27934684578,269555,2018.9.19,10,6,3,4850,,14550,OnlineShop
27935050233,275089,2018.7.27,11,6,3,54950,,164850,OnlineShop
27936675776,271903,2018.12.15,10,5,4,39650,,158600,DepartmentStore
27938963470,267977,2018.12.14,3,5,1,46150,,46150,DepartmentStore
27943222808,271288,2019.2.16,1,2,3,27200,,81600,OnlineShop
27944386849,271595,2017.11.7,3,2,3,18750,,56250,OnlineShop
27965319341,273215,2018.5.6,4,1,3,61600,,184800,OnlineShop
27966312808,271269,2019.6.29,10,5,2,18100,,36200,OnlineShop
27975020881,272761,2019.7.23,3,5,5,50500,,252500,DepartmentStore
27975020881,272761,2019.7.28,3,5,-5,-50500,,-252500,DepartmentStore
